"","1","1","1","1","1","1","1","1","1","1"
"(Intercept)",0.476733279405841,-0.0059537741287856,0.432057417607159,0.0161072372193235,0.00107495537666483,0.5820347036363,-0.105212512522991,-0.339471150318806,-1.21002133438604,0.152651178111335
"X1",0,0,0,0,0,0,0,0,0,0
"X2",0,0,0,0,0,0,0,0,0,0
"X3",0,0,0,0,0,0,0,0,0,0
"X4",0,0,0,0,0,0,0,0,0,0
"X5",-5.94304967186026e-05,-0.0032060838509555,0.000205998312075151,0.00145649869563534,0.00083538258217256,0.000852707842544666,0.000570945383273483,-0.000367633991941,-8.60882886125016e-05,-0.00020229618747359
"X6",0,0,0,0,0,0,0,0,0,0
"X7",0,0,0,0,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0
"X11",0,0,0,0,0,0,0,0,0,0
"X12",0,0,0,0,0,0,0,0,0,0
"X13",0,0,0,0,0,0,0,0,0,0
"X14",0,0,0,0,0,0,0,0,0,0
"X15",0,0,0,0,0,0,0,0,0,0
"X16",0,0,0,0,0,0,0,0,0,0
"X17",0,0,0,0,0,0,0,0,0,0
"X18",0,0,0,0,0,0,0,0,0,0
"X19",0,0,0,0,0,0,0,0,0,0
"X20",0,0,0,0,0,0,0,0,0,0
"X21",0,0,0,0,0,0,0,0,0,0
"X22",0,0,0,0,0,0,0,0,0,0
"X23",0.00176422423289308,-0.000439047191571524,-0.000450440031960767,-0.000453615366851446,-0.000444610374726563,-0.000434478707625229,3.93580115844476e-05,-0.000381920346016764,0.000278058951945289,0.000522470822329474
"X24",0,0,0,0,0,0,0,0,0,0
"X25",0,0,0,0,0,0,0,0,0,0
"X26",0,0,0,0,0,0,0,0,0,0
"X27",0,0,0,0,0,0,0,0,0,0
"X28",0,0,0,0,0,0,0,0,0,0
"X29",0,0,0,0,0,0,0,0,0,0
"X30",0,0,0,0,0,0,0,0,0,0
"X31",0,0,0,0,0,0,0,0,0,0
"X32",0,0,0,0,0,0,0,0,0,0
"X33",0,0,0,0,0,0,0,0,0,0
"X34",0.0088781315491877,0.00311840269017108,-0.00136372754977149,-0.00229864506304431,-0.00199052364689391,-0.00257476720392118,-0.00105125939170876,-0.00103809802183336,-0.000586075582865401,-0.00109343777932037
"X35",0,0,0,0,0,0,0,0,0,0
"X36",0,0,0,0,0,0,0,0,0,0
"X37",0,0,0,0,0,0,0,0,0,0
"X38",0,0,0,0,0,0,0,0,0,0
"X39",0,0,0,0,0,0,0,0,0,0
"X40",0,0,0,0,0,0,0,0,0,0
"X41",0,0,0,0,0,0,0,0,0,0
"X42",0,0,0,0,0,0,0,0,0,0
"X43",0,0,0,0,0,0,0,0,0,0
"X44",0,0,0,0,0,0,0,0,0,0
"X45",0,0,0,0,0,0,0,0,0,0
"X46",0,0,0,0,0,0,0,0,0,0
"X47",0,0,0,0,0,0,0,0,0,0
"X48",0,0,0,0,0,0,0,0,0,0
"X49",0,0,0,0,0,0,0,0,0,0
"X50",0,0,0,0,0,0,0,0,0,0
"X51",0,0,0,0,0,0,0,0,0,0
"X52",0,0,0,0,0,0,0,0,0,0
"X53",0,0,0,0,0,0,0,0,0,0
"X54",0,0,0,0,0,0,0,0,0,0
"X55",0,0,0,0,0,0,0,0,0,0
"X56",0,0,0,0,0,0,0,0,0,0
"X57",0,0,0,0,0,0,0,0,0,0
"X58",0,0,0,0,0,0,0,0,0,0
